/Users/ayishakhanmj/Desktop/aimodel/image_path/images/what-can-be-recycled.jpg,Recycle,99.52%
/Users/ayishakhanmj/Desktop/aimodel/image_path/images/plas.jpeg,recycle,100.00%
/Users/ayishakhanmj/Desktop/aimodel/image_path/images/a-Sustainable-Way-to-Manage-Organic-Waste.jpg,organic,98.13%
/Users/ayishakhanmj/Desktop/aimodel/UI/images/images.jpeg,organic,73.02%
/Users/ayishakhanmj/Desktop/aimodel/UI[frontend]/images/organic/o_9.jpg,organic,99.60%
